Route ID,Driver ID,Manifest,Delivery Duration (hours),Date,Fuel Price per Gallon (USD),Actual Distance (miles),Planned Distance (miles),Weather Conditions,Driver Ratings,Customer Satisfaction,Delays (hours),Warehouse Storage Costs (USD),Truck Maintenance Costs (USD),Load Type,Load Weight (tons),Route Type,Truck Type,Driver Experience,Delivery Window,Truck Condition,Labor Costs (USD),Fuel Type,Toll Costs (USD),Parking Costs (USD),Time Idling (hours),Miles per Gallon,Calculated Fuel Cost (USD),Idle Cost (USD),Fuel Cost Per Mile,Total Operational Cost (USD),Weather Severity,Weather Severity Score,Cost per Mile,Cost per Ton-Mile,Delivery Efficiency,Route Length,Severe Weather,Weather Severity Index,Fuel Cost per Mile,Performance Score,Driver Consistency Score,Traffic Conditions_Heavy,Traffic Conditions_Light,Traffic Conditions_Moderate,Traffic Conditions_Severe,On-Time Delivery,Driver Experience Level,Experience on Long Routes
SAN/CLT,UX8818,4356333,6.71,2023-07-13,4.5,411.12,2933.15,Fog,3.58,3,2.03,146.98,1482.82,Standard,7.49,Interstate,Box Truck,Senior,Morning,1,109.65,Diesel,32.2,13.12,1.3,6.38,289.89,2.93,0.71,1967.94,,,0.7051225919439579,0.6390891299315608,61.26974664679583,Long,0,2,0.7051225919439579,0.5806614812206603,2.03,False,False,True,False,0,3,3
ORD/IAH,JN6660,3779057,7.88,2023-01-01,4.0,203.69,1723.24,Snow,3.64,4,0.01,83.97,1761.84,Perishable,15.26,Interstate,Flatbed,Senior,Overnight,3,185.52,Diesel,0.39,19.62,1.01,6.7,121.54,2.02,0.6,1989.37,,,0.5966910501251903,0.6400167242038388,25.848984771573605,Medium,0,3,0.5966910501251903,2.4803771770959955,0.01,False,False,True,False,1,3,0
SFO/LAX,EF7649,2226276,6.26,2023-11-26,3.5,320.16,634.04,Heavy Rain,2.58,2,0.28,151.87,1966.44,Perishable,9.44,Urban,Box Truck,Junior,Afternoon,4,92.7,Gasoline,37.97,25.61,0.29,7.19,155.85,0.5,0.49,2338.23,,,0.48678785607196395,0.7736564715523594,51.143769968051124,Long,0,2,0.48678785607196395,1.0509232999306737,0.28,True,False,False,False,1,1,1
MIA/MCO,HV5461,7972906,2.93,2023-09-02,4.0,2788.3,745.98,Fog,1.11,5,3.09,90.67,1876.55,Standard,6.76,Suburban,Semi,Intermediate,Overnight,1,47.06,Diesel,1.07,13.25,1.19,6.08,1835.36,2.38,0.66,3819.28,,,0.6582362012695907,0.2026260619448087,951.6382252559727,Long,0,2,0.6582362012695907,0.737225424577384,3.09,False,True,False,False,0,2,2
CMH/DCA,WJ8811,9921353,3.05,2023-03-12,4.5,2625.72,1204.91,Snow,1.94,2,4.49,111.03,1440.47,Standard,11.53,Interstate,Semi,Intermediate,Afternoon,1,134.69,Gasoline,42.3,8.67,0.69,6.21,1902.77,1.55,0.72,3506.79,,,0.7246659963743278,0.11583292946277693,860.8918032786885,Long,0,3,0.7246659963743278,0.21122856583263555,4.49,True,False,False,False,0,2,2
SLC/MIA,PR7716,9795514,7.52,2023-06-08,4.5,1484.57,699.98,Heavy Rain,4.96,5,3.04,81.0,1003.65,Perishable,8.76,Urban,Flatbed,Junior,Overnight,2,103.53,Gasoline,23.37,4.86,0.86,7.57,882.39,1.94,0.59,1997.22,,,0.5943741285355355,0.15357521079163092,197.41622340425533,Long,0,2,0.5943741285355355,0.7762442579979767,3.04,True,False,False,False,0,1,1
IAH/IAH,AO9013,3667644,6.52,2023-02-04,4.5,1395.2,1381.93,Light Rain,4.53,3,3.4,112.34,671.78,Perishable,16.6,Interstate,Flatbed,Junior,Morning,1,21.29,Diesel,29.0,0.28,1.94,6.02,1043.69,4.37,0.75,1861.47,,,0.7480576261467891,0.08037324182049298,213.9877300613497,Long,0,1,0.7480576261467891,0.39004330956817534,3.4,False,True,False,False,0,1,1
JFK/DCA,OO2590,6610057,4.39,2023-06-28,3.5,942.97,2137.08,Clear,3.71,5,1.16,199.32,622.04,Perishable,1.64,Suburban,Box Truck,Junior,Evening,1,98.26,Gasoline,12.89,13.75,0.86,6.12,539.16,1.51,0.57,1388.66,,,0.5717679247484013,0.8979542323075224,214.7995444191344,Long,0,0,0.5717679247484013,1.4727459304689372,1.16,False,False,True,False,0,1,1
DCA/STL,XK1331,6490665,4.7,2023-04-11,4.0,1139.87,2423.28,Clear,3.86,4,0.99,102.72,1474.07,Fragile,11.54,Urban,Box Truck,Junior,Overnight,3,195.86,Diesel,42.28,0.43,0.39,6.68,682.48,0.79,0.6,2302.77,,,0.5987349434584647,0.1750610102562853,242.52553191489358,Long,0,0,0.5987349434584647,1.2572754848956003,0.99,False,True,False,False,1,1,1
BNA/LAX,LZ3869,5665389,9.17,2023-10-19,3.5,2078.93,2231.87,Snow,2.39,2,3.07,154.47,1276.57,Standard,8.03,Suburban,Semi,Intermediate,Afternoon,1,148.77,Gasoline,26.21,5.85,0.5,6.59,1104.73,0.87,0.53,2568.71,,,0.5313935534144969,0.15387202341054856,226.70992366412213,Long,0,3,0.5313935534144969,0.320884523971537,3.07,False,False,False,True,0,2,2
DEN/MIA,ZJ5543,7081017,6.58,2023-01-10,4.5,2609.93,1488.96,Clear,2.19,2,3.77,77.4,693.65,Perishable,15.23,Urban,Box Truck,Junior,Afternoon,4,157.83,Diesel,35.95,18.15,1.87,7.06,1663.14,4.2,0.64,2492.49,,,0.637235481411379,0.0627053594610285,396.64589665653494,Long,0,0,0.637235481411379,0.2560946281096934,3.77,False,False,True,False,0,1,1
DTW/SFO,CH8106,4485451,8.11,2023-07-06,4.0,748.22,1683.69,Snow,4.26,3,4.43,167.88,1299.72,Standard,18.05,Urban,Semi,Intermediate,Morning,2,175.76,Diesel,8.24,17.77,1.76,7.13,419.88,3.52,0.56,1917.01,,,0.561171847852236,0.14194426795087672,92.2589395807645,Long,0,3,0.561171847852236,0.3538919745480809,4.43,False,True,False,False,0,2,2
DFW/JFK,AF5680,4874305,2.92,2023-03-21,4.0,867.48,1506.21,Heavy Rain,3.84,4,0.15,108.72,1330.83,Standard,5.78,Interstate,Flatbed,Senior,Morning,3,153.35,Gasoline,36.21,13.85,0.48,6.06,572.6,0.97,0.66,2063.18,,,0.660072854705584,0.4114810221485516,297.0821917808219,Long,0,2,0.660072854705584,2.095245916289675,0.15,False,True,False,False,1,3,3
ORD/CLT,QQ3872,2609977,3.15,2023-11-14,4.5,2269.51,2284.73,Snow,2.02,5,1.21,137.92,519.12,Oversized,15.24,Interstate,Box Truck,Intermediate,Afternoon,5,185.56,Gasoline,5.11,3.09,0.97,7.04,1450.56,2.19,0.64,2117.98,,,0.639151182413825,0.061235714148339455,720.4793650793652,Long,0,3,0.639151182413825,1.380253062186941,1.21,False,False,True,False,0,2,2
DFW/DTW,DN4198,5079989,3.25,2023-03-30,4.0,2178.14,677.26,Light Rain,3.79,5,2.27,130.75,1354.16,Standard,5.33,Suburban,Flatbed,Junior,Evening,1,158.17,Diesel,24.6,10.19,1.34,7.38,1181.31,2.67,0.54,2703.68,,,0.5423480584351786,0.23288541399876939,670.196923076923,Long,0,1,0.5423480584351786,0.9913793319251919,2.27,True,False,False,False,0,1,1
LAS/JFK,YA3335,9041760,7.18,2023-09-26,4.0,2303.77,1980.13,Heavy Rain,4.98,2,2.56,59.73,1242.11,Standard,14.89,Urban,Box Truck,Junior,Morning,3,90.62,Diesel,15.55,2.85,1.1,7.05,1306.95,2.2,0.57,2629.39,,,0.5673092365991397,0.07665159400167132,320.8593314763231,Long,0,2,0.5673092365991397,0.3584472927805989,2.56,False,False,True,False,0,1,1
CLE/LAS,KD4268,1970747,9.0,2023-12-25,4.0,2211.1,1922.69,Light Rain,2.13,4,1.72,146.02,1408.46,Perishable,2.03,Suburban,Box Truck,Senior,Morning,2,154.39,Gasoline,17.03,9.89,0.83,6.01,1471.07,1.66,0.67,3054.13,,,0.6653113834742889,0.6804294409777093,245.67777777777778,Long,0,1,0.6653113834742889,0.8830710279696006,1.72,False,False,False,True,0,3,3
SLC/IAH,HM7151,8863568,7.6,2023-06-12,3.5,1255.95,2126.47,Clear,3.34,4,3.3,53.62,1300.42,Oversized,14.58,Interstate,Flatbed,Junior,Afternoon,4,30.61,Diesel,36.74,21.59,1.09,6.48,678.53,1.9,0.54,2092.82,,,0.5402523985827461,0.11428836051778993,165.25657894736844,Long,0,0,0.5402523985827461,0.6039481314851272,3.3,False,False,True,False,0,1,1
CLT/DCA,CL6084,3499672,8.7,2023-01-28,3.5,2472.88,2293.83,Light Rain,1.7,3,1.07,139.76,982.1,Oversized,4.24,Interstate,Flatbed,Senior,Afternoon,1,172.41,Gasoline,11.69,13.29,0.68,6.35,1362.98,1.19,0.55,2511.02,,,0.5511711041376856,0.2394866302097989,284.23908045977015,Long,0,1,0.5511711041376856,0.9343104435435636,1.07,False,True,False,False,0,3,3
MCO/CLT,LE5150,4234537,9.82,2023-05-17,4.5,2972.38,2945.1,Light Rain,2.01,3,1.07,92.2,1221.97,Standard,5.42,Interstate,Box Truck,Senior,Afternoon,5,50.88,Gasoline,16.95,1.65,0.42,6.31,2120.95,0.94,0.71,3454.65,,,0.7135527758900274,0.21443735285965757,302.68635437881875,Long,0,1,0.7135527758900274,0.8457722357375775,1.07,False,False,False,True,0,3,3
SLC/PHX,RP7298,5691253,5.22,2023-11-29,4.0,1354.69,916.85,Clear,2.55,2,0.02,155.39,1717.0,Standard,18.45,Interstate,Box Truck,Intermediate,Morning,2,90.17,Gasoline,39.61,22.09,1.49,7.49,723.85,2.98,0.53,2660.92,,,0.5343288870516502,0.10646222104914212,259.51915708812265,Long,0,0,0.5343288870516502,1.2779426433750538,0.02,False,False,False,True,1,2,2
CLT/SEA,IB7593,3809462,3.64,2023-11-09,4.0,150.63,2252.24,Light Rain,3.43,5,2.4,152.94,1609.63,Standard,15.88,Suburban,Box Truck,Intermediate,Overnight,5,183.03,Gasoline,49.38,0.25,0.5,6.13,98.25,1.0,0.65,1911.45,,,0.6522605058753237,0.7990997006527245,41.38186813186813,Medium,0,1,0.6522605058753237,0.8900462306426911,2.4,False,True,False,False,0,2,0
SAN/BNA,BY3450,3230383,7.44,2023-09-10,4.0,243.15,2659.89,Light Rain,4.17,4,3.56,78.94,530.42,Fragile,5.83,Interstate,Flatbed,Junior,Overnight,1,136.05,Diesel,33.69,0.33,1.39,6.4,151.92,2.79,0.62,798.09,,,0.624799506477483,0.5630008369989514,32.681451612903224,Medium,0,1,0.624799506477483,0.5398776765743046,3.56,False,True,False,False,0,1,0
LAX/SFO,GP6171,2095974,1.28,2023-02-12,3.5,1306.28,1083.72,Fog,3.44,2,4.54,196.03,748.15,Standard,16.61,Suburban,Flatbed,Senior,Morning,2,155.88,Diesel,40.65,22.54,0.21,6.58,694.63,0.36,0.53,1702.37,,,0.5317619499647855,0.07845995366393516,1020.53125,Long,0,2,0.5317619499647855,0.23568337778152096,4.54,False,False,False,True,0,3,3
PHX/LAX,EZ5050,1963306,9.11,2023-08-16,4.5,762.61,2375.83,Fog,2.4,3,2.49,148.83,1244.51,Oversized,15.46,Interstate,Flatbed,Senior,Overnight,2,97.47,Diesel,42.57,27.34,0.53,7.14,480.42,1.2,0.63,1944.85,,,0.6299681357443516,0.16495828235276913,83.7113062568606,Long,0,2,0.6299681357443516,0.5273715694298803,2.49,True,False,False,False,0,3,3
SFO/ATL,KQ9340,3457009,5.69,2023-05-19,4.5,2137.75,1042.36,Heavy Rain,1.17,3,1.8,175.91,982.79,Perishable,17.53,Interstate,Box Truck,Senior,Morning,2,85.96,Gasoline,50.0,17.9,0.03,6.5,1479.47,0.06,0.69,2706.12,,,0.6920687638872647,0.07221180817514296,375.7029876977153,Long,0,2,0.6920687638872647,0.6332062823304716,1.8,False,False,False,True,0,3,3
DCA/DFW,LZ5952,1633662,4.38,2023-07-24,3.5,2262.68,933.27,Heavy Rain,4.97,3,0.58,132.8,992.89,Oversized,6.78,Suburban,Semi,Junior,Evening,4,23.26,Gasoline,23.01,9.91,0.99,6.92,1143.69,1.74,0.51,2304.04,,,0.5054581292980007,0.15018867385338283,516.5936073059361,Long,0,2,0.5054581292980007,1.2612334679148962,0.58,False,False,True,False,1,1,1
MCO/LAX,CI8039,4773647,8.24,2023-04-10,4.0,2346.9,2630.59,Light Rain,2.16,3,0.93,169.45,1084.1,Fragile,0.58,Urban,Flatbed,Junior,Morning,2,167.95,Diesel,30.28,4.0,0.21,7.37,1273.01,0.42,0.54,2561.25,,,0.5424219182751715,1.8816090484733345,284.81796116504853,Long,0,1,0.5424219182751715,1.0077684495147397,0.93,False,False,False,True,1,1,1
DFW/MSP,WW5180,8909280,2.03,2023-10-01,4.0,2844.5,2719.89,Heavy Rain,2.46,5,4.4,184.47,642.41,Perishable,8.54,Urban,Semi,Intermediate,Evening,1,63.65,Diesel,20.47,10.01,1.27,6.54,1740.74,2.54,0.61,2600.64,,,0.6119669537704342,0.10705733526592878,1401.2315270935962,Long,0,2,0.6119669537704342,0.574407511121838,4.4,False,False,False,True,0,2,2
BNA/BOS,UU5133,9300558,7.07,2023-05-22,4.0,2331.19,2664.77,Light Rain,3.31,3,4.08,68.34,714.94,Fragile,19.09,Interstate,Flatbed,Junior,Evening,2,187.78,Gasoline,30.12,12.24,1.24,6.46,1442.86,2.47,0.62,2270.97,,,0.6189371093733242,0.05103026190458315,329.7298444130127,Long,0,1,0.6189371093733242,0.36477709830924754,4.08,False,True,False,False,0,1,1
LAX/PHX,XR1133,3999267,6.37,2023-09-23,3.5,759.88,151.5,Light Rain,4.04,3,1.8,171.37,1192.23,Oversized,4.74,Suburban,Flatbed,Junior,Evening,2,78.99,Gasoline,29.95,6.47,1.13,7.73,344.1,1.98,0.45,1746.1,,,0.45283465810391116,0.4847811857479606,119.29042386185243,Long,0,1,0.45283465810391116,0.7374745401702412,1.8,False,False,True,False,0,1,1
ORD/PHX,UB4435,2908323,5.32,2023-01-01,3.5,2890.82,1471.64,Clear,2.58,1,1.8,72.52,1014.84,Oversized,3.25,Interstate,Flatbed,Senior,Afternoon,2,58.83,Gasoline,24.95,2.86,1.83,7.75,1305.88,3.2,0.45,2424.24,,,0.4517334181996804,0.2580305933956455,543.3872180451128,Long,0,0,0.4517334181996804,0.24601132182088647,1.8,True,False,False,False,0,3,3
BNA/SLC,JN7419,8270610,3.37,2023-01-07,4.0,565.29,351.3,Clear,4.8,1,3.4,130.27,1787.25,Perishable,18.05,Urban,Flatbed,Junior,Evening,3,186.47,Gasoline,4.71,1.91,1.35,6.58,343.73,2.7,0.61,2270.56,,,0.6080595800385643,0.22252790211030357,167.74183976261125,Long,0,0,0.6080595800385643,0.14133352401487315,3.4,False,False,False,True,0,1,1
CMH/PHX,KS3431,1072368,8.78,2023-02-13,4.5,247.36,1290.15,Snow,4.27,4,5.0,150.9,612.28,Fragile,7.31,Interstate,Semi,Junior,Afternoon,3,193.84,Diesel,9.19,12.86,1.02,6.76,164.74,2.3,0.67,952.27,,,0.6659928848641656,0.5266392862388796,28.173120728929387,Medium,0,3,0.6659928848641656,0.40016177303243544,5.0,False,False,True,False,0,1,0
SLC/IAH,KM4939,4686141,1.38,2023-04-23,4.5,1692.75,1999.54,Snow,2.19,2,1.4,172.86,1052.36,Perishable,16.75,Urban,Flatbed,Intermediate,Evening,5,169.75,Gasoline,18.44,20.89,0.77,7.21,1056.6,1.73,0.62,2322.87,,,0.6241914045192734,0.08192515490778275,1226.6304347826087,Long,0,3,0.6241914045192734,0.5130758179205995,1.4,False,False,True,False,0,2,2
DTW/CLE,YD6674,2433740,4.02,2023-06-15,4.0,357.95,1135.16,Light Rain,2.86,5,0.34,138.87,1352.28,Oversized,11.97,Urban,Flatbed,Junior,Evening,4,56.24,Diesel,39.47,22.83,1.94,6.03,237.46,3.87,0.66,1794.78,,,0.6633887414443358,0.41888489907545784,89.04228855721394,Long,0,1,0.6633887414443358,2.243217830332391,0.34,False,True,False,False,1,1,1
CLE/DFW,AZ5001,5905159,4.24,2023-01-24,4.5,666.31,1789.4,Clear,4.37,1,4.87,64.2,1170.97,Fragile,18.98,Interstate,Box Truck,Junior,Afternoon,1,116.98,Gasoline,7.17,1.98,0.94,7.1,422.29,2.12,0.63,1668.73,,,0.633774069126983,0.13195125777960334,157.14858490566036,Long,0,0,0.633774069126983,0.10427252733220009,4.87,False,False,False,True,0,1,1
BOI/SAN,OX1098,5542441,7.36,2023-09-30,4.5,2593.55,2697.53,Clear,3.46,2,4.23,157.05,1248.18,Fragile,4.83,Urban,Flatbed,Junior,Morning,3,98.04,Gasoline,41.75,16.52,0.45,7.38,1580.54,1.02,0.61,3045.07,,,0.6094118100672823,0.24308352465243346,352.38451086956525,Long,0,0,0.6094118100672823,0.23760803507728756,4.23,False,True,False,False,0,1,1
MCO/CLT,YP6297,5054359,1.51,2023-09-10,4.0,1606.2,597.91,Fog,2.47,2,3.61,58.92,808.95,Fragile,12.13,Suburban,Flatbed,Junior,Morning,3,142.76,Gasoline,22.48,15.95,0.37,6.16,1042.55,0.74,0.65,1949.58,,,0.6490785705391607,0.10006464028558748,1063.7086092715233,Long,0,2,0.6490785705391607,0.2630799327231464,3.61,False,True,False,False,0,1,1
STL/MSP,QL5488,5287181,3.93,2023-07-08,4.0,1354.44,2278.11,Heavy Rain,3.05,1,4.23,136.6,1928.85,Perishable,11.72,Interstate,Flatbed,Intermediate,Afternoon,2,27.33,Diesel,34.62,23.45,0.68,7.96,680.49,1.36,0.5,2805.36,,,0.5024142819172499,0.1767263132462941,344.6412213740458,Long,0,2,0.5024142819172499,0.1272648903910413,4.23,True,False,False,False,0,2,2
STL/JFK,LF6091,6160556,7.94,2023-02-16,4.0,1409.49,2653.93,Snow,4.01,4,3.06,67.4,1284.68,Fragile,5.41,Urban,Flatbed,Junior,Overnight,1,54.01,Diesel,27.48,14.3,1.34,7.6,741.89,2.69,0.53,2138.44,,,0.5263535037495831,0.2804386096364557,177.5176322418136,Long,0,3,0.5263535037495831,0.6454741136025097,3.06,False,False,False,True,0,1,1
DEN/DCA,MP8825,8347584,5.62,2023-10-19,4.5,1709.95,2945.05,Fog,1.41,3,3.94,112.04,675.9,Perishable,18.72,Interstate,Flatbed,Junior,Morning,2,165.17,Diesel,21.29,10.75,1.12,7.66,1004.46,2.52,0.59,1826.95,,,0.5874206848153455,0.05707388105265236,304.2615658362989,Long,0,2,0.5874206848153455,0.38256238891290145,3.94,False,False,True,False,0,1,1
CLT/SFO,NW1750,8330409,4.69,2023-10-20,4.5,675.65,783.86,Heavy Rain,4.76,4,0.08,150.98,658.46,Fragile,0.86,Urban,Semi,Senior,Evening,4,89.36,Gasoline,23.75,4.11,0.42,6.78,448.19,0.93,0.66,1286.42,,,0.6633464071634723,2.2139231988489985,144.06183368869935,Long,0,2,0.6633464071634723,2.2266580717961695,0.08,True,False,False,False,1,3,3
DCA/SEA,CP4853,1412472,7.62,2023-04-14,4.5,406.46,1946.17,Heavy Rain,1.29,5,4.17,156.36,1456.87,Fragile,6.23,Interstate,Box Truck,Intermediate,Afternoon,2,152.87,Diesel,36.79,29.05,0.9,6.55,279.12,2.02,0.69,1960.2,,,0.6867096393249029,0.7740954689311756,53.34120734908136,Long,0,2,0.6867096393249029,0.5733755033152407,4.17,False,False,True,False,0,2,2
IAH/BOS,MQ2612,2252431,7.57,2023-02-16,4.5,377.63,2746.22,Heavy Rain,3.4,3,4.51,89.42,892.12,Oversized,13.55,Urban,Flatbed,Junior,Overnight,2,94.11,Gasoline,3.4,24.18,1.78,7.04,241.3,4.01,0.64,1254.44,,,0.638985250112544,0.2451568937477898,49.88507265521796,Long,0,2,0.638985250112544,0.3321961620844216,4.51,True,False,False,False,0,1,1
DTW/CLT,NE5618,9448214,1.66,2023-06-05,4.5,2914.25,997.58,Fog,4.58,5,4.92,156.89,941.42,Oversized,19.65,Suburban,Flatbed,Senior,Afternoon,5,23.92,Gasoline,38.79,22.06,1.3,6.63,1978.68,2.92,0.68,3140.77,,,0.6789671442051987,0.05484622918749909,1755.5722891566265,Long,0,2,0.6789671442051987,0.5030441468194511,4.92,False,True,False,False,0,3,3
LAS/PHX,PF7663,3560308,5.82,2023-01-07,4.5,1967.59,1747.47,Heavy Rain,2.1,4,2.95,120.22,1672.59,Oversized,11.8,Urban,Semi,Senior,Afternoon,4,140.04,Gasoline,39.81,20.24,0.34,6.22,1423.11,0.76,0.72,3276.72,,,0.7232756824338403,0.14113109722717654,338.073883161512,Long,0,2,0.7232756824338403,0.587635651202302,2.95,True,False,False,False,0,3,3
SFO/CLE,EN1732,8770956,4.79,2023-10-22,4.5,1022.94,2940.14,Light Rain,3.65,3,3.02,133.77,1443.87,Perishable,19.46,Interstate,Box Truck,Senior,Morning,1,168.43,Gasoline,25.05,21.16,0.5,7.64,602.82,1.12,0.59,2227.79,,,0.5893014253035369,0.11191318431642659,213.55741127348645,Long,0,1,0.5893014253035369,0.46955765900347696,3.02,False,False,False,True,0,3,3
ORD/BOI,CV5342,5377377,4.73,2023-02-18,3.5,522.67,2685.08,Light Rain,2.65,3,2.65,139.36,885.29,Fragile,7.22,Urban,Box Truck,Intermediate,Evening,2,148.21,Diesel,5.26,23.78,1.31,6.26,292.1,2.28,0.56,1348.08,,,0.5588612317523486,0.3572324438755682,110.50105708245242,Long,0,1,0.5588612317523486,0.5272552755034153,2.65,False,False,True,False,0,2,2
SFO/ATL,NR4025,1730756,6.73,2023-02-05,3.5,2632.46,2107.42,Fog,4.06,5,0.32,152.21,1680.99,Standard,16.6,Interstate,Box Truck,Intermediate,Evening,4,140.73,Diesel,40.44,4.85,1.14,7.96,1156.92,2.0,0.44,3037.43,,,0.43948246127196616,0.0695082587554506,391.1530460624071,Long,0,2,0.43948246127196616,2.6314171167682825,0.32,False,False,False,True,1,2,2
BNA/SEA,LL4207,7535002,8.6,2023-08-12,3.5,2969.58,1392.21,Light Rain,1.04,1,2.7,197.75,780.64,Oversized,13.0,Suburban,Box Truck,Senior,Afternoon,4,39.97,Diesel,37.65,15.93,0.57,6.85,1517.78,1.0,0.51,2550.75,,,0.5111093151220037,0.06607383483911478,345.3,Long,0,1,0.5111093151220037,0.17885553848792812,2.7,False,False,True,False,0,3,3
DTW/PHX,XL1525,9806936,4.63,2023-10-22,4.5,556.51,1860.32,Clear,4.38,1,0.55,196.49,1628.65,Standard,8.93,Interstate,Box Truck,Senior,Morning,2,120.55,Gasoline,45.47,20.47,0.72,7.7,325.06,1.63,0.58,2217.76,,,0.5841045084544753,0.446262212895625,120.19654427645789,Long,0,0,0.5841045084544753,0.4072719235879389,0.55,True,False,False,False,1,3,3
CLT/CMH,XX2733,7443381,3.13,2023-11-06,4.5,1253.45,2480.8,Snow,2.59,3,3.81,69.46,1832.16,Fragile,17.72,Interstate,Semi,Junior,Evening,1,146.14,Gasoline,29.57,7.59,0.92,6.69,843.35,2.07,0.67,2784.2,,,0.6728230084965495,0.12535154666123757,400.4632587859425,Long,0,3,0.6728230084965495,0.37284316423957786,3.81,True,False,False,False,0,1,1
LAX/CMH,YP9225,5874901,3.72,2023-05-21,3.5,1670.75,428.83,Light Rain,3.22,1,0.69,156.87,683.26,Fragile,13.3,Suburban,Flatbed,Junior,Morning,4,100.6,Diesel,31.61,27.0,1.94,7.48,781.78,3.39,0.47,1683.92,,,0.4679215920993566,0.07578065318916023,449.1263440860215,Long,0,1,0.4679215920993566,0.4030978081636601,0.69,False,False,False,True,1,1,1
LAS/JFK,PI2491,7495075,3.5,2023-12-17,4.5,949.99,1306.74,Fog,4.45,2,1.64,125.37,633.12,Perishable,19.5,Urban,Semi,Senior,Evening,3,151.43,Gasoline,1.26,28.57,1.0,6.92,617.69,2.25,0.65,1408.27,,,0.6502068442825715,0.07602077322811225,271.42571428571426,Long,0,2,0.6502068442825715,0.4590792725169639,1.64,True,False,False,False,0,3,3
CMH/BOS,KY5001,5165075,2.27,2023-10-03,4.0,2130.97,1444.41,Heavy Rain,4.87,2,0.11,75.41,1606.3,Standard,12.05,Interstate,Flatbed,Intermediate,Overnight,4,52.15,Gasoline,24.17,28.99,0.28,7.9,1079.13,0.56,0.51,2814.57,,,0.5064031872809097,0.10960936749880157,938.7533039647576,Long,0,2,0.5064031872809097,1.1960953196428725,0.11,True,False,False,False,1,2,2
CLT/SLC,DC6012,2204921,3.94,2023-12-16,3.5,1361.44,915.37,Light Rain,2.34,5,1.6,113.5,1285.99,Oversized,2.33,Suburban,Semi,Senior,Evening,2,171.13,Gasoline,44.93,1.12,1.03,7.58,628.85,1.81,0.46,2076.19,,,0.46190063462216474,0.654504546309714,345.54314720812187,Long,0,1,0.46190063462216474,1.315463498361468,1.6,False,False,True,False,0,3,3
DCA/CLE,DJ9090,1703570,3.51,2023-12-16,4.5,988.92,1606.07,Heavy Rain,3.22,3,2.74,113.95,1311.02,Standard,14.0,Urban,Box Truck,Senior,Overnight,2,65.11,Diesel,13.71,11.46,0.47,6.68,666.02,1.05,0.67,2117.21,,,0.6734821825830198,0.15292368008967938,281.7435897435897,Long,0,2,0.6734821825830198,0.47932332102577474,2.74,False,False,False,True,0,3,3
CMH/SFO,PW7652,2404375,5.48,2023-01-01,4.0,1007.73,474.42,Clear,2.16,4,3.41,126.97,805.6,Oversized,7.73,Urban,Flatbed,Senior,Morning,5,42.05,Gasoline,33.26,1.0,1.15,6.13,657.6,2.3,0.65,1626.73,,,0.6525557440981216,0.20882947391052673,183.89233576642334,Long,0,0,0.6525557440981216,0.5488646792686919,3.41,False,False,True,False,0,3,3
LAS/CLT,MO8302,2860160,9.5,2023-10-22,3.5,2793.97,2908.81,Clear,1.03,3,0.55,173.82,1386.85,Standard,12.57,Urban,Semi,Intermediate,Morning,3,46.15,Diesel,19.74,29.22,1.09,6.91,1415.53,1.9,0.51,3027.05,,,0.5066375086346668,0.08619113074657096,294.10210526315785,Long,0,0,0.5066375086346668,1.284638049879497,0.55,False,False,True,False,1,2,2
DEN/STL,JD2120,5189023,5.28,2023-06-18,4.0,933.1,2844.45,Clear,4.77,2,1.85,132.32,1027.47,Perishable,9.36,Suburban,Flatbed,Senior,Morning,2,153.19,Diesel,12.75,12.91,1.94,6.35,588.2,3.88,0.63,1777.53,,,0.6303718786839567,0.2035227213396756,176.72348484848484,Long,0,0,0.6303718786839567,0.43042596302100805,1.85,True,False,False,False,0,3,3
CLE/IAH,KG3296,5400595,9.13,2023-02-01,4.0,2867.63,1734.63,Light Rain,2.49,3,2.07,66.43,663.8,Standard,5.34,Urban,Box Truck,Senior,Overnight,1,82.84,Diesel,4.15,2.09,1.34,7.62,1504.46,2.67,0.52,2243.59,,,0.5246353260357857,0.1465139993914509,314.0887185104052,Long,0,1,0.5246353260357857,0.6409392989792679,2.07,True,False,False,False,0,3,3
BOI/PHX,WX8288,5050929,5.9,2023-02-24,3.5,1070.26,862.19,Fog,3.59,1,2.65,150.68,1935.03,Standard,3.95,Interstate,Flatbed,Intermediate,Evening,2,166.22,Diesel,35.59,12.69,1.78,7.62,491.41,3.11,0.46,2628.5,,,0.4591501130566405,0.6217582998287178,181.39999999999998,Long,0,2,0.4591501130566405,0.18776176644759723,2.65,True,False,False,False,0,2,2
IAH/CLT,AA1393,3890339,9.2,2023-07-28,4.0,2804.65,2609.92,Fog,3.25,3,4.59,106.52,749.69,Standard,18.93,Suburban,Semi,Senior,Overnight,4,28.06,Diesel,42.54,11.48,1.77,7.71,1454.93,3.53,0.52,2368.7,,,0.5187563510598471,0.044614987322625074,304.85326086956525,Long,0,2,0.5187563510598471,0.3533632167670439,4.59,True,False,False,False,0,3,3
