Route ID,Driver ID,Manifest,Delivery Duration (hours),Date,Fuel Price per Gallon (USD),Actual Distance (miles),Planned Distance (miles),Weather Conditions,Traffic Conditions,Driver Ratings,Customer Satisfaction,Delays (hours),Warehouse Storage Costs (USD),Truck Maintenance Costs (USD),Load Type,Load Weight (tons),Route Type,Truck Type,Driver Experience,Delivery Window,Truck Condition,Labor Costs (USD),Fuel Type,Toll Costs (USD),Parking Costs (USD),Time Idling (hours),Miles per Gallon,Calculated Fuel Cost (USD),Idle Cost (USD),Fuel Cost Per Mile,Total Operational Cost (USD),Weather Severity,Weather Severity Score
SFO/ATL,KQ9340,3457009,5.69,2023-05-19,4.5,2137.75,1042.36,Heavy Rain,Severe,1.17,Neutral,1.8,175.91,982.79,Perishable,17.53,Interstate,Box Truck,Senior,Morning,2,85.96,Gasoline,50.0,17.9,0.03,6.5,1479.47,0.06,0.69,2706.12,0,0
DCA/DFW,LZ5952,1633662,4.38,2023-07-24,3.5,2262.68,933.27,Heavy Rain,Moderate,4.97,Neutral,0.58,132.8,992.89,Oversized,6.78,Suburban,Semi,Junior,Evening,4,23.26,Gasoline,23.01,9.91,0.99,6.92,1143.69,1.74,0.51,2304.04,2,2
MCO/LAX,CI8039,4773647,8.24,2023-04-10,4.0,2346.9,2630.59,Light Rain,Severe,2.16,Neutral,0.93,169.45,1084.1,Fragile,0.58,Urban,Flatbed,Junior,Morning,2,167.95,Diesel,30.28,4.0,0.21,7.37,1273.01,0.42,0.54,2561.25,3,3
DFW/MSP,WW5180,8909280,2.03,2023-10-01,4.0,2844.5,2719.89,Heavy Rain,Severe,2.46,Very Satisfied,4.4,184.47,642.41,Perishable,8.54,Urban,Semi,Intermediate,Evening,1,63.65,Diesel,20.47,10.01,1.27,6.54,1740.74,2.54,0.61,2600.64,1,1
BNA/BOS,UU5133,9300558,7.07,2023-05-22,4.0,2331.19,2664.77,Light Rain,Light,3.31,Neutral,4.08,68.34,714.94,Fragile,19.09,Interstate,Flatbed,Junior,Evening,2,187.78,Gasoline,30.12,12.24,1.24,6.46,1442.86,2.47,0.62,2270.97,0,0
LAX/PHX,XR1133,3999267,6.37,2023-09-23,3.5,759.88,151.5,Light Rain,Moderate,4.04,Neutral,1.8,171.37,1192.23,Oversized,4.74,Suburban,Flatbed,Junior,Evening,2,78.99,Gasoline,29.95,6.47,1.13,7.73,344.1,1.98,0.45,1746.1,1,1
ORD/PHX,UB4435,2908323,5.32,2023-01-01,3.5,2890.82,1471.64,Clear,Heavy,2.58,Very Dissatisfied,1.8,72.52,1014.84,Oversized,3.25,Interstate,Flatbed,Senior,Afternoon,2,58.83,Gasoline,24.95,2.86,1.83,7.75,1305.88,3.2,0.45,2424.24,3,0
BNA/SLC,JN7419,8270610,3.37,2023-01-07,4.0,565.29,351.3,Clear,Severe,4.8,Very Dissatisfied,3.4,130.27,1787.25,Perishable,18.05,Urban,Flatbed,Junior,Evening,3,186.47,Gasoline,4.71,1.91,1.35,6.58,343.73,2.7,0.61,2270.56,3,0
CMH/PHX,KS3431,1072368,8.78,2023-02-13,4.5,247.36,1290.15,Snow,Moderate,4.27,Satisfied,5.0,150.9,612.28,Fragile,7.31,Interstate,Semi,Junior,Afternoon,3,193.84,Diesel,9.19,12.86,1.02,6.76,164.74,2.3,0.67,952.27,3,3
SLC/IAH,KM4939,4686141,1.38,2023-04-23,4.5,1692.75,1999.54,Snow,Moderate,2.19,Dissatisfied,1.4,172.86,1052.36,Perishable,16.75,Urban,Flatbed,Intermediate,Evening,5,169.75,Gasoline,18.44,20.89,0.77,7.21,1056.6,1.73,0.62,2322.87,0,0
DTW/CLE,YD6674,2433740,4.02,2023-06-15,4.0,357.95,1135.16,Light Rain,Light,2.86,Very Satisfied,0.34,138.87,1352.28,Oversized,11.97,Urban,Flatbed,Junior,Evening,4,56.24,Diesel,39.47,22.83,1.94,6.03,237.46,3.87,0.66,1794.78,2,2
CLE/DFW,AZ5001,5905159,4.24,2023-01-24,4.5,666.31,1789.4,Clear,Severe,4.37,Very Dissatisfied,4.87,64.2,1170.97,Fragile,18.98,Interstate,Box Truck,Junior,Afternoon,1,116.98,Gasoline,7.17,1.98,0.94,7.1,422.29,2.12,0.63,1668.73,3,0
BOI/SAN,OX1098,5542441,7.36,2023-09-30,4.5,2593.55,2697.53,Clear,Light,3.46,Dissatisfied,4.23,157.05,1248.18,Fragile,4.83,Urban,Flatbed,Junior,Morning,3,98.04,Gasoline,41.75,16.52,0.45,7.38,1580.54,1.02,0.61,3045.07,2,0
MCO/CLT,YP6297,5054359,1.51,2023-09-10,4.0,1606.2,597.91,Fog,Light,2.47,Dissatisfied,3.61,58.92,808.95,Fragile,12.13,Suburban,Flatbed,Junior,Morning,3,142.76,Gasoline,22.48,15.95,0.37,6.16,1042.55,0.74,0.65,1949.58,2,2
STL/MSP,QL5488,5287181,3.93,2023-07-08,4.0,1354.44,2278.11,Heavy Rain,Heavy,3.05,Very Dissatisfied,4.23,136.6,1928.85,Perishable,11.72,Interstate,Flatbed,Intermediate,Afternoon,2,27.33,Diesel,34.62,23.45,0.68,7.96,680.49,1.36,0.5,2805.36,3,3
STL/JFK,LF6091,6160556,7.94,2023-02-16,4.0,1409.49,2653.93,Snow,Severe,4.01,Satisfied,3.06,67.4,1284.68,Fragile,5.41,Urban,Flatbed,Junior,Overnight,1,54.01,Diesel,27.48,14.3,1.34,7.6,741.89,2.69,0.53,2138.44,0,0
DEN/DCA,MP8825,8347584,5.62,2023-10-19,4.5,1709.95,2945.05,Fog,Moderate,1.41,Neutral,3.94,112.04,675.9,Perishable,18.72,Interstate,Flatbed,Junior,Morning,2,165.17,Diesel,21.29,10.75,1.12,7.66,1004.46,2.52,0.59,1826.95,0,0
CLT/SFO,NW1750,8330409,4.69,2023-10-20,4.5,675.65,783.86,Heavy Rain,Heavy,4.76,Satisfied,0.08,150.98,658.46,Fragile,0.86,Urban,Semi,Senior,Evening,4,89.36,Gasoline,23.75,4.11,0.42,6.78,448.19,0.93,0.66,1286.42,1,1
DCA/SEA,CP4853,1412472,7.62,2023-04-14,4.5,406.46,1946.17,Heavy Rain,Moderate,1.29,Very Satisfied,4.17,156.36,1456.87,Fragile,6.23,Interstate,Box Truck,Intermediate,Afternoon,2,152.87,Diesel,36.79,29.05,0.9,6.55,279.12,2.02,0.69,1960.2,3,3
IAH/BOS,MQ2612,2252431,7.57,2023-02-16,4.5,377.63,2746.22,Heavy Rain,Heavy,3.4,Neutral,4.51,89.42,892.12,Oversized,13.55,Urban,Flatbed,Junior,Overnight,2,94.11,Gasoline,3.4,24.18,1.78,7.04,241.3,4.01,0.64,1254.44,0,0
DTW/CLT,NE5618,9448214,1.66,2023-06-05,4.5,2914.25,997.58,Fog,Light,4.58,Very Satisfied,4.92,156.89,941.42,Oversized,19.65,Suburban,Flatbed,Senior,Afternoon,5,23.92,Gasoline,38.79,22.06,1.3,6.63,1978.68,2.92,0.68,3140.77,1,1
LAS/PHX,PF7663,3560308,5.82,2023-01-07,4.5,1967.59,1747.47,Heavy Rain,Heavy,2.1,Satisfied,2.95,120.22,1672.59,Oversized,11.8,Urban,Semi,Senior,Afternoon,4,140.04,Gasoline,39.81,20.24,0.34,6.22,1423.11,0.76,0.72,3276.72,3,3
SFO/CLE,EN1732,8770956,4.79,2023-10-22,4.5,1022.94,2940.14,Light Rain,Severe,3.65,Neutral,3.02,133.77,1443.87,Perishable,19.46,Interstate,Box Truck,Senior,Morning,1,168.43,Gasoline,25.05,21.16,0.5,7.64,602.82,1.12,0.59,2227.79,2,2
ORD/BOI,CV5342,5377377,4.73,2023-02-18,3.5,522.67,2685.08,Light Rain,Moderate,2.65,Neutral,2.65,139.36,885.29,Fragile,7.22,Urban,Box Truck,Intermediate,Evening,2,148.21,Diesel,5.26,23.78,1.31,6.26,292.1,2.28,0.56,1348.08,3,3
SFO/ATL,NR4025,1730756,6.73,2023-02-05,3.5,2632.46,2107.42,Fog,Severe,4.06,Very Satisfied,0.32,152.21,1680.99,Standard,16.6,Interstate,Box Truck,Intermediate,Evening,4,140.73,Diesel,40.44,4.85,1.14,7.96,1156.92,2.0,0.44,3037.43,3,3
BNA/SEA,LL4207,7535002,8.6,2023-08-12,3.5,2969.58,1392.21,Light Rain,Moderate,1.04,Very Dissatisfied,2.7,197.75,780.64,Oversized,13.0,Suburban,Box Truck,Senior,Afternoon,4,39.97,Diesel,37.65,15.93,0.57,6.85,1517.78,1.0,0.51,2550.75,1,1
DTW/PHX,XL1525,9806936,4.63,2023-10-22,4.5,556.51,1860.32,Clear,Heavy,4.38,Very Dissatisfied,0.55,196.49,1628.65,Standard,8.93,Interstate,Box Truck,Senior,Morning,2,120.55,Gasoline,45.47,20.47,0.72,7.7,325.06,1.63,0.58,2217.76,1,0
CLT/CMH,XX2733,7443381,3.13,2023-11-06,4.5,1253.45,2480.8,Snow,Heavy,2.59,Neutral,3.81,69.46,1832.16,Fragile,17.72,Interstate,Semi,Junior,Evening,1,146.14,Gasoline,29.57,7.59,0.92,6.69,843.35,2.07,0.67,2784.2,1,1
LAX/CMH,YP9225,5874901,3.72,2023-05-21,3.5,1670.75,428.83,Light Rain,Severe,3.22,Very Dissatisfied,0.69,156.87,683.26,Fragile,13.3,Suburban,Flatbed,Junior,Morning,4,100.6,Diesel,31.61,27.0,1.94,7.48,781.78,3.39,0.47,1683.92,2,2
LAS/JFK,PI2491,7495075,3.5,2023-12-17,4.5,949.99,1306.74,Fog,Heavy,4.45,Dissatisfied,1.64,125.37,633.12,Perishable,19.5,Urban,Semi,Senior,Evening,3,151.43,Gasoline,1.26,28.57,1.0,6.92,617.69,2.25,0.65,1408.27,0,0
CMH/BOS,KY5001,5165075,2.27,2023-10-03,4.0,2130.97,1444.41,Heavy Rain,Heavy,4.87,Dissatisfied,0.11,75.41,1606.3,Standard,12.05,Interstate,Flatbed,Intermediate,Overnight,4,52.15,Gasoline,24.17,28.99,0.28,7.9,1079.13,0.56,0.51,2814.57,0,0
CLT/SLC,DC6012,2204921,3.94,2023-12-16,3.5,1361.44,915.37,Light Rain,Moderate,2.34,Very Satisfied,1.6,113.5,1285.99,Oversized,2.33,Suburban,Semi,Senior,Evening,2,171.13,Gasoline,44.93,1.12,1.03,7.58,628.85,1.81,0.46,2076.19,0,0
DCA/CLE,DJ9090,1703570,3.51,2023-12-16,4.5,988.92,1606.07,Heavy Rain,Severe,3.22,Neutral,2.74,113.95,1311.02,Standard,14.0,Urban,Box Truck,Senior,Overnight,2,65.11,Diesel,13.71,11.46,0.47,6.68,666.02,1.05,0.67,2117.21,1,1
CMH/SFO,PW7652,2404375,5.48,2023-01-01,4.0,1007.73,474.42,Clear,Moderate,2.16,Satisfied,3.41,126.97,805.6,Oversized,7.73,Urban,Flatbed,Senior,Morning,5,42.05,Gasoline,33.26,1.0,1.15,6.13,657.6,2.3,0.65,1626.73,1,0
LAS/CLT,MO8302,2860160,9.5,2023-10-22,3.5,2793.97,2908.81,Clear,Moderate,1.03,Neutral,0.55,173.82,1386.85,Standard,12.57,Urban,Semi,Intermediate,Morning,3,46.15,Diesel,19.74,29.22,1.09,6.91,1415.53,1.9,0.51,3027.05,1,0
DEN/STL,JD2120,5189023,5.28,2023-06-18,4.0,933.1,2844.45,Clear,Heavy,4.77,Dissatisfied,1.85,132.32,1027.47,Perishable,9.36,Suburban,Flatbed,Senior,Morning,2,153.19,Diesel,12.75,12.91,1.94,6.35,588.2,3.88,0.63,1777.53,3,0
CLE/IAH,KG3296,5400595,9.13,2023-02-01,4.0,2867.63,1734.63,Light Rain,Heavy,2.49,Neutral,2.07,66.43,663.8,Standard,5.34,Urban,Box Truck,Senior,Overnight,1,82.84,Diesel,4.15,2.09,1.34,7.62,1504.46,2.67,0.52,2243.59,3,3
BOI/PHX,WX8288,5050929,5.9,2023-02-24,3.5,1070.26,862.19,Fog,Heavy,3.59,Very Dissatisfied,2.65,150.68,1935.03,Standard,3.95,Interstate,Flatbed,Intermediate,Evening,2,166.22,Diesel,35.59,12.69,1.78,7.62,491.41,3.11,0.46,2628.5,2,2
IAH/CLT,AA1393,3890339,9.2,2023-07-28,4.0,2804.65,2609.92,Fog,Heavy,3.25,Neutral,4.59,106.52,749.69,Standard,18.93,Suburban,Semi,Senior,Overnight,4,28.06,Diesel,42.54,11.48,1.77,7.71,1454.93,3.53,0.52,2368.7,2,2
BOI/CLT,TD6212,6724176,9.52,2023-12-14,3.5,267.34,1087.83,Snow,Light,2.32,Dissatisfied,3.16,143.78,1420.94,Perishable,10.61,Suburban,Box Truck,Intermediate,Afternoon,4,166.31,Diesel,17.9,22.14,1.58,6.36,147.11,2.76,0.55,1754.62,2,2
MSP/CLE,GK2514,1560751,7.13,2023-02-06,3.5,182.35,2154.49,Clear,Moderate,1.87,Dissatisfied,1.56,194.85,1991.04,Perishable,1.05,Interstate,Box Truck,Intermediate,Overnight,1,139.49,Gasoline,30.11,23.63,1.51,6.72,94.91,2.65,0.52,2337.19,2,0
CLE/DTW,LJ3200,8356052,2.46,2023-06-09,4.5,2693.19,1891.73,Snow,Moderate,2.94,Very Satisfied,1.39,196.53,1311.87,Standard,1.65,Interstate,Semi,Intermediate,Morning,2,42.87,Diesel,23.88,24.36,0.4,7.99,1516.89,0.9,0.56,3074.43,3,3
BOI/SLC,HD5244,1728100,2.78,2023-08-23,3.5,1569.84,2645.11,Light Rain,Moderate,1.77,Satisfied,1.47,182.7,1813.08,Oversized,13.38,Urban,Semi,Senior,Evening,4,100.05,Diesel,46.62,25.4,1.12,7.09,775.29,1.96,0.49,2845.06,3,3
DCA/BOS,XN1351,7072266,3.56,2023-01-22,4.0,707.06,2302.72,Light Rain,Moderate,2.06,Satisfied,3.25,64.03,1086.0,Fragile,2.35,Interstate,Box Truck,Senior,Overnight,1,123.76,Diesel,47.16,14.88,1.22,6.62,426.91,2.44,0.6,1641.42,1,1
CMH/SFO,ON6771,1701507,9.52,2023-08-23,4.0,2417.53,1061.25,Fog,Light,2.6,Very Satisfied,1.11,69.67,1528.7,Oversized,1.39,Suburban,Flatbed,Intermediate,Morning,5,31.56,Gasoline,20.81,7.38,1.1,7.23,1337.96,2.21,0.55,2966.72,1,1
PHX/MIA,PZ3896,7026021,3.3,2023-02-19,3.5,748.17,1361.71,Snow,Moderate,1.99,Very Satisfied,4.95,131.4,707.15,Oversized,9.48,Interstate,Flatbed,Intermediate,Morning,5,50.62,Diesel,5.68,20.07,0.21,6.81,384.44,0.37,0.51,1249.11,1,1
JFK/SAN,GS9880,5124023,6.04,2023-04-10,4.5,744.19,2222.03,Light Rain,Severe,2.06,Very Satisfied,2.02,154.72,1474.33,Perishable,4.06,Suburban,Box Truck,Junior,Afternoon,5,35.48,Gasoline,26.35,27.89,1.68,6.06,552.25,3.78,0.74,2239.33,2,2
SLC/SFO,SF9597,8171539,7.41,2023-04-04,4.5,1999.94,1537.78,Snow,Heavy,2.94,Very Dissatisfied,4.76,74.54,1255.53,Standard,10.22,Suburban,Semi,Junior,Afternoon,4,171.43,Gasoline,3.79,28.63,0.22,6.77,1328.48,0.48,0.66,2691.46,0,0
BOS/SLC,CW9914,9875064,9.84,2023-12-06,3.5,1214.09,1466.15,Fog,Severe,4.27,Neutral,1.17,79.97,1063.0,Fragile,5.24,Suburban,Flatbed,Senior,Morning,1,43.38,Diesel,31.92,12.24,1.98,7.97,532.86,3.47,0.44,1723.47,3,3
ORD/MCO,PV5030,9992972,5.93,2023-02-15,4.5,1897.25,258.32,Light Rain,Light,2.16,Neutral,0.4,184.11,707.38,Perishable,7.18,Interstate,Box Truck,Senior,Morning,2,191.46,Gasoline,16.17,3.94,1.05,7.29,1171.53,2.35,0.62,2085.48,2,2
MCO/CLT,KD2416,3288405,1.32,2023-01-20,3.5,2101.27,2393.05,Clear,Heavy,4.93,Dissatisfied,4.36,124.45,1649.49,Fragile,7.56,Interstate,Flatbed,Junior,Evening,5,44.3,Gasoline,6.78,1.51,1.88,7.67,958.64,3.29,0.46,2744.15,0,0
SLC/DFW,WI9837,2381087,9.96,2023-12-27,4.0,2738.51,714.89,Heavy Rain,Light,4.6,Very Dissatisfied,3.34,169.88,1290.38,Standard,3.64,Interstate,Box Truck,Junior,Afternoon,4,79.91,Gasoline,25.77,24.15,0.83,6.93,1581.45,1.65,0.58,3093.28,3,3
SLC/SFO,OC8361,1444958,2.81,2023-12-26,4.0,2343.53,633.17,Snow,Light,3.72,Neutral,3.48,118.82,1961.77,Oversized,19.26,Interstate,Flatbed,Junior,Evening,5,189.65,Diesel,46.52,26.72,1.65,6.97,1345.25,3.3,0.57,3502.37,0,0
LAX/DEN,SW2300,3384644,1.27,2023-08-28,4.5,377.37,2872.19,Light Rain,Moderate,4.52,Satisfied,2.13,85.21,1052.13,Standard,3.96,Interstate,Semi,Junior,Overnight,1,135.35,Gasoline,11.21,13.23,0.89,6.32,268.52,2.0,0.71,1432.31,2,2
DTW/CLE,JB6808,1315925,2.13,2023-02-11,3.5,843.22,2241.03,Heavy Rain,Severe,2.37,Neutral,2.0,196.8,1138.03,Oversized,13.68,Suburban,Flatbed,Junior,Afternoon,3,46.85,Gasoline,44.84,13.13,0.34,6.51,453.09,0.6,0.54,1846.48,1,1
DEN/DTW,LQ9296,6486874,2.36,2023-04-15,3.5,107.37,2934.93,Heavy Rain,Light,3.25,Dissatisfied,2.01,92.65,1302.79,Perishable,11.44,Suburban,Flatbed,Senior,Overnight,1,74.4,Diesel,39.13,23.02,2.0,7.7,48.82,3.5,0.45,1509.91,1,1
DTW/ATL,UV9441,5679500,4.48,2023-08-29,4.0,1168.44,756.57,Light Rain,Light,4.29,Dissatisfied,2.21,72.1,738.77,Perishable,3.26,Interstate,Semi,Intermediate,Overnight,5,72.07,Diesel,40.67,16.46,0.28,6.31,741.24,0.56,0.63,1609.8,0,0
IAH/LAX,UC9186,7833861,5.93,2023-07-14,4.0,122.21,1178.62,Light Rain,Severe,3.18,Neutral,4.45,197.33,529.24,Fragile,10.45,Interstate,Semi,Senior,Evening,2,91.24,Diesel,40.82,14.35,1.5,7.57,64.58,3.01,0.53,849.32,2,2
ATL/CLE,QL1303,1302351,4.93,2023-01-13,4.5,1772.27,813.61,Heavy Rain,Light,3.62,Very Satisfied,3.34,82.93,1137.03,Oversized,4.75,Urban,Flatbed,Intermediate,Evening,2,38.76,Diesel,17.86,16.87,0.42,6.12,1302.54,0.95,0.73,2558.17,0,0
SEA/ATL,BP1996,8814245,9.03,2023-05-12,4.0,1736.64,2693.94,Snow,Heavy,4.0,Neutral,1.21,192.91,1062.18,Perishable,16.94,Suburban,Flatbed,Intermediate,Morning,1,35.4,Diesel,3.68,25.61,0.48,7.4,938.84,0.95,0.54,2224.18,3,3
MIA/DTW,JG5597,2961708,8.25,2023-08-06,4.5,2764.4,1276.01,Fog,Light,3.29,Very Satisfied,3.94,54.19,577.19,Oversized,19.88,Urban,Box Truck,Senior,Morning,4,101.29,Diesel,9.53,2.42,1.26,7.17,1735.33,2.83,0.63,2381.5,2,2
CMH/DFW,GB1602,2891080,7.07,2023-05-27,4.0,1051.41,554.21,Heavy Rain,Moderate,3.82,Neutral,3.08,140.01,1580.04,Perishable,15.78,Suburban,Box Truck,Senior,Overnight,1,88.67,Diesel,33.51,28.06,0.39,6.62,634.99,0.79,0.6,2417.4,0,0
CLT/BNA,TX1118,7545496,4.3,2023-11-05,3.5,577.81,868.34,Fog,Heavy,4.97,Neutral,0.36,92.97,822.19,Perishable,18.2,Interstate,Semi,Intermediate,Overnight,4,169.96,Gasoline,37.04,21.77,0.91,7.22,280.07,1.59,0.48,1255.63,1,1
CLT/CLT,WW7637,8257892,2.32,2023-03-10,4.0,637.19,2937.44,Snow,Light,1.44,Satisfied,4.21,95.97,1290.63,Oversized,13.56,Suburban,Semi,Senior,Evening,4,55.91,Gasoline,10.25,27.4,1.12,6.79,375.63,2.24,0.59,1802.13,0,0
SAN/CMH,VF9890,4828352,2.27,2023-08-30,4.5,2839.89,1970.68,Fog,Moderate,2.03,Satisfied,1.15,80.03,1015.1,Fragile,18.15,Urban,Flatbed,Junior,Evening,2,147.05,Diesel,13.21,19.9,0.99,6.18,2066.49,2.24,0.73,3196.97,3,3
PHX/MIA,NE8307,7815700,5.4,2023-08-29,4.0,1281.47,1853.88,Heavy Rain,Moderate,4.12,Dissatisfied,1.01,93.46,1280.58,Perishable,14.03,Interstate,Semi,Senior,Evening,5,42.84,Gasoline,45.61,14.8,1.85,6.26,818.32,3.71,0.64,2256.48,0,0
BOS/PHX,JH6084,1500405,1.91,2023-08-30,4.5,1262.39,203.29,Heavy Rain,Moderate,4.27,Very Dissatisfied,4.46,162.85,1843.13,Perishable,0.82,Suburban,Box Truck,Senior,Afternoon,5,132.49,Diesel,8.42,20.14,0.36,6.52,871.93,0.82,0.69,2907.29,1,1
DTW/SFO,QU5959,7837535,4.97,2023-06-05,4.0,313.37,387.46,Light Rain,Moderate,4.54,Dissatisfied,4.1,61.97,1597.05,Perishable,3.89,Urban,Semi,Junior,Morning,2,171.29,Gasoline,32.44,8.36,1.32,6.3,199.04,2.64,0.64,1901.49,2,2
BOI/MSP,DQ7506,8043184,8.39,2023-05-14,4.5,2430.07,1315.29,Light Rain,Heavy,2.63,Very Dissatisfied,3.5,98.17,1279.58,Fragile,14.5,Suburban,Semi,Intermediate,Morning,3,158.06,Diesel,4.88,21.12,0.92,6.63,1649.99,2.07,0.68,3055.81,0,0
BOI/BOI,ED2030,7420042,8.8,2023-04-22,4.5,2421.67,1613.18,Light Rain,Light,3.84,Neutral,0.8,64.46,905.01,Oversized,13.38,Suburban,Semi,Junior,Overnight,4,139.89,Diesel,35.54,9.2,1.3,6.71,1622.96,2.93,0.67,2640.1,0,0
CLT/SAN,RG8360,9428470,5.41,2023-10-25,4.0,999.16,1464.83,Fog,Light,2.57,Very Dissatisfied,0.39,57.75,1826.51,Perishable,17.11,Urban,Box Truck,Intermediate,Evening,2,77.0,Gasoline,32.19,13.07,0.83,7.87,508.05,1.67,0.51,2439.24,0,0
SLC/CLT,CA8779,8834920,6.96,2023-09-13,3.5,1487.89,248.38,Light Rain,Heavy,1.96,Very Satisfied,4.85,60.5,1540.8,Fragile,18.29,Interstate,Flatbed,Senior,Morning,2,197.09,Gasoline,25.53,11.1,0.24,7.2,723.65,0.42,0.49,2362.0,2,2
LAS/DFW,OY5245,6645533,5.24,2023-12-05,4.0,2820.33,2506.23,Clear,Moderate,1.45,Very Satisfied,3.22,150.22,1809.15,Fragile,8.99,Suburban,Flatbed,Intermediate,Evening,1,24.28,Gasoline,24.4,12.42,0.1,6.96,1620.84,0.21,0.57,3617.24,2,0
JFK/CLE,AC5335,7065836,8.52,2023-01-08,3.5,1178.46,2972.41,Fog,Light,1.49,Very Satisfied,4.34,58.05,1794.83,Oversized,3.03,Urban,Box Truck,Junior,Overnight,4,74.34,Gasoline,28.17,7.07,0.96,7.71,534.95,1.68,0.45,2424.76,3,3
LAS/CLE,QE7118,8276898,8.59,2023-12-13,3.5,1879.1,1677.85,Snow,Severe,1.33,Very Dissatisfied,1.44,170.26,1666.42,Standard,17.81,Urban,Semi,Junior,Overnight,5,189.46,Diesel,45.78,9.69,0.77,6.07,1083.92,1.35,0.58,2977.41,2,2
ORD/MIA,GD4135,4790447,2.77,2023-04-30,3.5,2262.17,1032.32,Fog,Heavy,4.29,Very Dissatisfied,3.87,61.44,1391.65,Fragile,7.43,Suburban,Semi,Intermediate,Morning,1,105.35,Gasoline,5.02,24.4,0.3,6.5,1218.09,0.52,0.54,2701.12,1,1
CLT/STL,YE5502,8796506,3.75,2023-11-16,4.0,2872.63,1862.1,Light Rain,Severe,2.6,Dissatisfied,4.76,57.02,693.16,Fragile,5.08,Urban,Semi,Junior,Evening,1,136.31,Diesel,31.8,4.8,1.77,7.51,1529.27,3.54,0.53,2319.61,0,0
STL/MIA,AK7002,2394660,9.29,2023-10-09,4.0,2375.93,2499.57,Light Rain,Severe,3.69,Very Satisfied,0.61,139.42,1951.38,Standard,5.15,Urban,Semi,Junior,Afternoon,3,75.21,Diesel,15.83,22.62,0.49,7.01,1356.5,0.97,0.57,3486.72,2,2
PHX/DCA,LA2203,3397258,3.89,2023-04-07,4.5,1571.5,116.75,Heavy Rain,Heavy,2.1,Dissatisfied,2.35,98.62,674.18,Oversized,8.52,Suburban,Box Truck,Intermediate,Morning,1,179.9,Diesel,40.78,28.74,1.68,7.66,922.66,3.78,0.59,1768.76,2,2
MCO/ORD,FL5661,7495377,9.86,2023-06-27,4.0,2974.49,1901.46,Clear,Heavy,3.9,Dissatisfied,4.03,164.53,803.97,Standard,14.87,Suburban,Flatbed,Junior,Morning,3,62.79,Gasoline,18.64,9.5,0.03,7.32,1624.38,0.05,0.55,2621.07,0,0
SEA/DTW,UD1236,1403932,4.95,2023-06-13,4.0,2904.48,2735.24,Snow,Light,4.48,Very Dissatisfied,3.68,177.09,1558.35,Fragile,12.05,Suburban,Semi,Intermediate,Overnight,3,97.84,Diesel,7.21,20.59,0.69,7.39,1572.98,1.38,0.54,3337.61,1,1
LAX/CMH,MU6082,8235056,8.53,2023-09-26,4.0,1933.13,1690.08,Snow,Light,1.28,Very Satisfied,3.85,188.68,825.6,Perishable,0.72,Urban,Semi,Intermediate,Overnight,5,60.52,Diesel,18.76,1.57,0.68,7.9,979.22,1.36,0.51,2015.19,3,3
DCA/MSP,SZ8338,4611581,8.83,2023-02-02,4.5,198.29,2663.77,Fog,Light,3.12,Satisfied,0.04,81.74,1985.43,Perishable,3.42,Suburban,Box Truck,Senior,Afternoon,2,68.05,Gasoline,19.06,23.63,0.81,6.46,138.22,1.83,0.7,2249.92,2,2
DEN/MCO,UM7654,2557943,9.99,2023-04-27,4.5,470.11,571.76,Clear,Moderate,3.48,Neutral,2.24,86.37,1637.51,Oversized,17.78,Interstate,Flatbed,Intermediate,Overnight,3,99.96,Gasoline,24.93,7.09,1.79,7.02,301.32,4.02,0.64,2061.24,1,0
CMH/STL,DU3925,9979767,3.4,2023-11-02,3.5,1682.73,1572.27,Light Rain,Light,1.69,Neutral,4.32,59.52,1218.38,Fragile,8.59,Suburban,Semi,Intermediate,Evening,2,32.84,Gasoline,49.09,6.0,1.49,6.41,919.48,2.6,0.55,2255.08,2,2
DFW/MCO,EA7457,1693211,5.2,2023-09-13,3.5,2338.47,744.72,Heavy Rain,Moderate,2.41,Dissatisfied,3.78,137.28,1441.84,Perishable,13.44,Urban,Box Truck,Intermediate,Evening,4,194.98,Gasoline,35.16,21.03,1.23,7.54,1084.89,2.15,0.46,2722.34,2,2
LAS/ATL,JH4365,2138588,3.11,2023-04-29,3.5,276.21,2141.05,Snow,Moderate,1.81,Very Dissatisfied,3.81,113.5,1235.08,Perishable,17.47,Suburban,Box Truck,Intermediate,Afternoon,4,127.0,Gasoline,10.16,13.26,1.21,7.79,124.11,2.12,0.45,1498.24,3,3
BNA/CMH,RV1553,7370196,9.08,2023-12-23,3.5,2427.09,1732.28,Fog,Moderate,1.93,Very Dissatisfied,2.69,133.79,1042.6,Fragile,16.24,Urban,Semi,Senior,Morning,4,96.27,Gasoline,19.36,27.57,0.9,7.85,1082.66,1.58,0.45,2307.56,2,2
STL/MIA,YZ9588,5214371,2.38,2023-05-02,4.0,2524.88,2194.5,Clear,Heavy,3.35,Very Satisfied,4.6,76.62,666.23,Standard,16.68,Suburban,Semi,Junior,Afternoon,1,22.91,Diesel,16.29,10.49,1.39,6.91,1460.79,2.77,0.58,2233.2,3,0
MSP/DCA,TR5827,5900265,9.73,2023-12-07,4.0,1246.89,600.61,Fog,Moderate,2.58,Neutral,1.71,52.46,1037.28,Standard,1.19,Suburban,Semi,Intermediate,Overnight,5,190.89,Gasoline,43.22,3.94,0.31,6.87,725.91,0.62,0.58,1863.44,0,0
